route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,date
FLIXBUS:K490,FLIXBUS,FlixBus,Napoli - Palermo,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:K575,FLIXBUS,FlixBus,Manfredonia - Roma Tiburtina,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:K85,FLIXBUS,FlixBus,Salzburg - Wien Westbahnhof,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N05,FLIXBUS,FlixBus,München - Hamburg,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N06,FLIXBUS,FlixBus,Berlin - Leipzig - München - Zürich,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N07,FLIXBUS,FlixBus,Dortmund - Mailand,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N100,FLIXBUS,FlixBus,Berlin - Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N106,FLIXBUS,FlixBus,München - Lyon,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N109,FLIXBUS,FlixBus,Prag-Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N11,FLIXBUS,FlixBus,Bocholt - K - Mailand,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N110,FLIXBUS,FlixBus,Hamburg - F - Friedrichshafen,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N121,FLIXBUS,FlixBus,München - Dresden - Wrocław,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N13,FLIXBUS,FlixBus,Berlin - Saarbrücken,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N136,FLIXBUS,FlixBus,Antwerpen -  Strasbourg - Bratislava,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N14,FLIXBUS,FlixBus,Heidelberg - Berlin,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N15,FLIXBUS,FlixBus,Berlin - Würzburg - Freiburg,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N161,FLIXBUS,FlixBus,Essen - Nürnberg - Passau - Wien - Bratislava - Budapest,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N168,FLIXBUS,FlixBus,Straßburg-Stuttgart-Bayreuth-Prag,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N17,FLIXBUS,FlixBus,Hamburg - DO - München,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N177,FLIXBUS,FlixBus,Düsseldorf - Genua,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N183,FLIXBUS,FlixBus,Prag-Warschau,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N184,FLIXBUS,FlixBus,Prag - Zürich - Mailand,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N20,FLIXBUS,FlixBus,Essen-Krakau,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N207,FLIXBUS,FlixBus,Amsterdam - Köln - Mainz - Konstanz - Zürich - Milano,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N23,FLIXBUS,FlixBus,Köln/Bonn Flughafen - Prag,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N236,FLIXBUS,FlixBus,Saarbrücken - Wien,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N24,FLIXBUS,FlixBus,Hamburg - Mailand,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N260,FLIXBUS,FlixBus,Berlin - Dresden - Prag - Brno - Bratislava - Györ - Budapest,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N261,FLIXBUS,FlixBus,Essen - Frankfurt - Nürnberg - Zagreb,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N27,FLIXBUS,FlixBus,München - Dortmund,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N277,FLIXBUS,FlixBus,Frankfurt Hbf - Venezia,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N30,FLIXBUS,FlixBus,Berlin - Hannover - Düsseldorf,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N31,FLIXBUS,FlixBus,Berlin - Hannover - Den Haag,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N32,FLIXBUS,FlixBus,Berlin - Malmö,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N33,FLIXBUS,FlixBus,Luzern - Zürich - Hamburg - Kiel,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N36,FLIXBUS,FlixBus,Antwerpen - Kaiserslautern - Bratislava,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N367,FLIXBUS,FlixBus,Prag-Dresden-Leipzig-Hannover-Niederlande-Lille-Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N38,FLIXBUS,FlixBus,Berlin - Bonn,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N391,FLIXBUS,FlixBus,Freiburg - BAS - ZH - INN - ROS - SAL - WIE - Budapest,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N40,FLIXBUS,FlixBus,Berlin- München - Innsbruck,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N402,FLIXBUS,FlixBus,Torino-Zagreb,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N406,FLIXBUS,FlixBus,Torino-Trieste,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N42,FLIXBUS,FlixBus,Berlin - Nürnberg -  Tübingen,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N420,FLIXBUS,FlixBus,Milano-Bari,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N425,FLIXBUS,FlixBus,Torino - Lecce,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N431,FLIXBUS,FlixBus,Bergamo - Bari - Lecce,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N432,FLIXBUS,FlixBus,Bolzano-Avellino,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N44,FLIXBUS,FlixBus,Berlin - Hamburg - Amsterdam,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N440,FLIXBUS,FlixBus,Udine - Bologna - Taranto,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N453,FLIXBUS,FlixBus,München - Ancona,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N468,FLIXBUS,FlixBus,Milano-Bratislava,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N491,FLIXBUS,FlixBus,Munich-Venezia,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N50,FLIXBUS,FlixBus,Erfurt - Berlin - Kiel,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N501,FLIXBUS,FlixBus,Torino-Salerno,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N503,FLIXBUS,FlixBus,Torino-Rome,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N520,FLIXBUS,FlixBus,Milano-Roma,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N522,FLIXBUS,FlixBus,Milano-Bergamo-Roma,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N525,FLIXBUS,FlixBus,Mailand - Neapel,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N526,FLIXBUS,FlixBus,Milano-Salerno,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N530,FLIXBUS,FlixBus,Bolzano - Roma,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N531,FLIXBUS,FlixBus,München-Roma,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N533,FLIXBUS,FlixBus,Vicenza-Mestre-Roma,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N539,FLIXBUS,FlixBus,Milano - Bologna - Perugia - Roma,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N544,FLIXBUS,FlixBus,Trieste-Napoli,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N545,FLIXBUS,FlixBus,Florenz - Wien - Bratislava,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N573,FLIXBUS,FlixBus,Lecce - Rom,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N574,FLIXBUS,FlixBus,FCO-Roma-Foggia,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N60,FLIXBUS,FlixBus,Berlin - Dresden - Prag - Wien - Zagreb,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N61,FLIXBUS,FlixBus,Wien- Amsterdam,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N66,FLIXBUS,FlixBus,Wien - Prag - Leipzig - Halle - Hannover - Hamburg,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N67,FLIXBUS,FlixBus,Prag - Amsterdam,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N70,FLIXBUS,FlixBus,Hamburg - Prag,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N700,FLIXBUS,FlixBus,Paris - London,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N701,FLIXBUS,FlixBus,Saint-Malo - Rennes - Nantes - Bordeaux - Toulouse,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N703,FLIXBUS,FlixBus,Paris - Bordeaux - Biarritz,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N705,FLIXBUS,FlixBus,Paris - Toulouse,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N706,FLIXBUS,FlixBus,Bordeaux - Clermont - Lyon - Grenoble,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N707,FLIXBUS,FlixBus,Paris-Barcelona,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N709,FLIXBUS,FlixBus,Grenoble - Lyon - Paris - Rouen,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N71,FLIXBUS,FlixBus,Hamburg - Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N710,FLIXBUS,FlixBus,Düsseldorf - Lyon - Barcelona,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N716,FLIXBUS,FlixBus,Lyon - Grenoble - Toulouse - Biarritz - Bilbao,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N717,FLIXBUS,FlixBus,Paris-Clermont-Montpellier-Sète-Agde,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N718,FLIXBUS,FlixBus,Bordeaux Nice (by night),,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N719,FLIXBUS,FlixBus,Paris - Lyon - Aix - Nice - Genova,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N720,FLIXBUS,FlixBus,Strasbourg - Marseille - Nice - Milano,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N724,FLIXBUS,FlixBus,Brest - Nantes- Lyon - Grenoble,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N728,FLIXBUS,FlixBus,München - Nice - Marseille - Montpellier - Barcelona,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N729,FLIXBUS,FlixBus,Paris - Milano - Venezia,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N73,FLIXBUS,FlixBus,Köln - Malmö - Lund,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N74,FLIXBUS,FlixBus,Brüssel - Köln - Flensburg - Kopenhagen,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N740,FLIXBUS,FlixBus,Venezia - Barcelona,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N749,FLIXBUS,FlixBus,Paris-Marseille-Toulon,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N75,FLIXBUS,FlixBus,Amsterdam - Berlin,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N759,FLIXBUS,FlixBus,Strasbourg-Dijon-Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N76,FLIXBUS,FlixBus,München - Turin,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N765,FLIXBUS,FlixBus,Paris-Lourdes,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N769,FLIXBUS,FlixBus,Bruxelles - Lille - Paris - Lyon - Marseille - Toulon,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N77,FLIXBUS,FlixBus,Francoforte-Roma,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N79,FLIXBUS,FlixBus,Dortmund-Köln-Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N80,FLIXBUS,FlixBus,Dortmund - London,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N800,FLIXBUS,FlixBus,Amsterdam - Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N803,FLIXBUS,FlixBus,Amsterdam - Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N804,FLIXBUS,FlixBus,Amsterdam - Brussels - Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N81,FLIXBUS,FlixBus,Berlin - Hannover - Brüssel,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N814,FLIXBUS,FlixBus,London - Amsterdam,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N815,FLIXBUS,FlixBus,London - Brussels - Cologne,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N83,FLIXBUS,FlixBus,München - Prag - Berlin,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N831,FLIXBUS,FlixBus,Amsterdam - Liège - Luxembourg - Strasbourg - Basel SBB - Zürich,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N84,FLIXBUS,FlixBus,(Krakau) - Prag - Frankfurt - (Masstricht) - Brüssel - Oostende,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N844,FLIXBUS,FlixBus,RTM - AMD - HH - KHG,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N86,FLIXBUS,FlixBus,Berlin-München-Salzburg,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N87,FLIXBUS,FlixBus,M - MUC F - MUC - N - ER - BA - KS - PB - BI - OS - HB - HH,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N90,FLIXBUS,FlixBus,Frankfurt-Saarbrücken-Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N900,FLIXBUS,FlixBus,München - Zagreb,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N903,FLIXBUS,FlixBus,Prag - Wien - Zagreb,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N906,FLIXBUS,FlixBus,Split - Prag,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N907,FLIXBUS,FlixBus,Wien - Venedig,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N91,FLIXBUS,FlixBus,Paris - Budapest,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N915,FLIXBUS,FlixBus,Kosice - Praha,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N920,FLIXBUS,FlixBus,Zagreb - Dubrovnik,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N93,FLIXBUS,FlixBus,Amsterdam-München,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N94,FLIXBUS,FlixBus,München - Amsterdam,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N943,FLIXBUS,FlixBus,Pula - Rijeka - München,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N948,FLIXBUS,FlixBus,München - Split,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N95,FLIXBUS,FlixBus,Berlin - München - Mailand,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N950,FLIXBUS,FlixBus,Vukovar - Kornwestheim,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N952,FLIXBUS,FlixBus,Vinkovci - Frankfurt,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N971,FLIXBUS,FlixBus,Sarajevo - Dortmund,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N98,FLIXBUS,FlixBus,Mannheim - Kopenhagen,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N99,FLIXBUS,FlixBus,Zürich - Strasbourg - Paris,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N997,FLIXBUS,FlixBus,Varazdin - Zagreb - Rom,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:N998,FLIXBUS,FlixBus,Zürich - Maribor - Virovitica,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:P12,FLIXBUS,FlixBus,Gdansk - Krakow - Wien,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:P14,FLIXBUS,FlixBus,Berlin - Rzeszów,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:P16,FLIXBUS,FlixBus,Berlin - Breslau - Zakopane,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:P24,FLIXBUS,FlixBus,Berlin - Gdansk/Danzig,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:P3,FLIXBUS,FlixBus,Berlin - Warschau/Warszawa,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:P5,FLIXBUS,FlixBus,Warschau - Katowice - Wien,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:VRS,FLIXBUS,FlixBus,ÖPNV Köln,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:X06,FLIXBUS,FlixBus,Zürich - München,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:X28,FLIXBUS,FlixBus,München - Frankfurt - Frankfurt Flughafen - Köln/Bonn Flughafen - Düsseldorf,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:X31,FLIXBUS,FlixBus,Berlin - Amsterdam,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:X50,FLIXBUS,FlixBus,B-HH,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:X68,FLIXBUS,FlixBus,Mannheim - Amsterdam,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:X96,FLIXBUS,FlixBus,Graz - Wien Flughafen,,3,,73D700,FFFFFF,2017-05-11
FLIXBUS:001,FLIXBUS,FlixBus,Freiburg - München,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:002,FLIXBUS,FlixBus,Berlin - SXF - Leipzig,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:005,FLIXBUS,FlixBus,München - Hamburg,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:006,FLIXBUS,FlixBus,Zürich - Berlin,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:007,FLIXBUS,FlixBus,Hamburg - Zürich,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:008,FLIXBUS,FlixBus,Lörrach - KA - Tübingen,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:009,FLIXBUS,FlixBus,Berlin - Ludwigshafen,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:011,FLIXBUS,FlixBus,Freiburg - Düsseldorf,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:012,FLIXBUS,FlixBus,Dresden - Mannheim,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:013,FLIXBUS,FlixBus,Berlin - Frankfurt - Saarbrücken,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:015,FLIXBUS,FlixBus,Berlin - Würzburg - Freiburg,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:016,FLIXBUS,FlixBus,Freiburg - Essen,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:017,FLIXBUS,FlixBus,Kornwestheim - Münster - Berlin,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:019,FLIXBUS,FlixBus,↻ Nordsee - Köln,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:020,FLIXBUS,FlixBus,Dresden-Essen,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:021,FLIXBUS,FlixBus,Dresden - Karlsruhe,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:022,FLIXBUS,FlixBus,Freiburg - Essen /OL,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:023,FLIXBUS,FlixBus,Dresden - KS - Düsseldorf,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:024,FLIXBUS,FlixBus,Mailand - Hamburg,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:025,FLIXBUS,FlixBus,Leipzig - Berlin - Havelland - Greifswald - Lubmin,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:026,FLIXBUS,FlixBus,Luxemburg-Trier-Frankfurt-Berlin,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:027,FLIXBUS,FlixBus,München - Essen,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:028,FLIXBUS,FlixBus,München / Schwabach - Koblenz - (Essen/Bochum) / Aachen,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:029,FLIXBUS,FlixBus,München - Harz - Hamburg,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:030,FLIXBUS,FlixBus,Berlin - Koblenz/Mönchengladbach,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:031,FLIXBUS,FlixBus,Berlin - Münster,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:032,FLIXBUS,FlixBus,Berlin - Skandinavien,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:035,FLIXBUS,FlixBus,Berlin - Neheim,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:036,FLIXBUS,FlixBus,Saarbrücken - Bratislava,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:037,FLIXBUS,FlixBus,Duisburg - München,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:038,FLIXBUS,FlixBus,Berlin - Euskirchen,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:039,FLIXBUS,FlixBus,Berlin - Dresden - Chemnitz - Zwickau,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:040,FLIXBUS,FlixBus,München ✈ - Innsbruck,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:041,FLIXBUS,FlixBus,Berlin - Hof - Selb - Weiden - Schwandorf - Regensburg - Straubing - Deggendorf - Passau,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:042,FLIXBUS,FlixBus,Tübingen - Stuttgart - Berlin,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:044,FLIXBUS,FlixBus,Berlin - Wilhelmshaven,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:045,FLIXBUS,FlixBus,Allgäu - Nürnberg - Berlin,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:047,FLIXBUS,FlixBus,Berlin - Rostock - Warnemünde - Kühlungsborn,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:049,FLIXBUS,FlixBus,Leipzig - Berlin - Schwerin - Lübeck,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:050,FLIXBUS,FlixBus,Berlin - Hamburg - Kiel,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:051,FLIXBUS,FlixBus,Berlin - Harz - Düsseldorf,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:052,FLIXBUS,FlixBus,Berlin - Halle(S) - Gera,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:054,FLIXBUS,FlixBus,Berlin-Erfurt-Frankfurt(Main),,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:055,FLIXBUS,FlixBus,Leipzig - Karlsruhe - Offenburg,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:056,FLIXBUS,FlixBus,Sauerland - Amsterdam,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:057,FLIXBUS,FlixBus,Berlin Tegel - Berlin ZOB - Stettin,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:058,FLIXBUS,FlixBus,Berlin-Duisburg,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:059,FLIXBUS,FlixBus,Paderborn - Berlin,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:060,FLIXBUS,FlixBus,Berlin - Dresden - Usti nad Labem - Prag - Jihlava - Znojmo - Wien - Maribor - Zagreb,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:063,FLIXBUS,FlixBus,Freiburg - Bodensee - München,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:064,FLIXBUS,FlixBus,Dresden-Aachen,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:065,FLIXBUS,FlixBus,Berlin Alexanderplatz - Leipzig,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:066,FLIXBUS,FlixBus,Hamburg - Potsdam - Prag,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:067,FLIXBUS,FlixBus,Dresden-L-H-Amsterdam,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:068,FLIXBUS,FlixBus,(Prag) - Bayreuth - Amsterdam,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:069,FLIXBUS,FlixBus,Kassel - Amsterdam,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:070,FLIXBUS,FlixBus,Dresden - Hamburg,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:071,FLIXBUS,FlixBus,Köln - HB - HH - Kiel/Rostock,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:072,FLIXBUS,FlixBus,Bonn - K - W - DO - Hannover - Hamburg - Rostock,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:073,FLIXBUS,FlixBus,Köln - Stockholm,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:074,FLIXBUS,FlixBus,Düsseldorf - E - HB - HH - Kiel/Rostock,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:075,FLIXBUS,FlixBus,Amsterdam - Kiel,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:076,FLIXBUS,FlixBus,München - Mailand,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:079,FLIXBUS,FlixBus,Dortmund-Essen-Düsseldorf-Leverkusen-Paris,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:080,FLIXBUS,FlixBus,Dortmund - London,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:081,FLIXBUS,FlixBus,Wolfenbüttel/Berlin - Brüssel,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:082,FLIXBUS,FlixBus,Göttingen-Prag,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:083,FLIXBUS,FlixBus,München - Prag,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:084,FLIXBUS,FlixBus,Essen - Frankfurt - Nürnberg - (Prag),,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:085,FLIXBUS,FlixBus,Hamburg - Karlsruhe,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:086,FLIXBUS,FlixBus,MUC - M - Salzburg,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:087,FLIXBUS,FlixBus,M - N - KS - PB - BI - OS - HB - HH,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:090,FLIXBUS,FlixBus,Frankfurt-Saarbrücken-Paris,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:091,FLIXBUS,FlixBus,Paris - Budapest,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:095,FLIXBUS,FlixBus,München - Meran,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:096,FLIXBUS,FlixBus,Graz - Wien,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:098,FLIXBUS,FlixBus,Mainz - Kiel,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:099,FLIXBUS,FlixBus,Zürich - Mulhouse- Besancon - Paris,,3,,73D700,FFFFFF,2017-06-07
FLIXBUS:101,FLIXBUS,FlixBus,München - Freiburg,,3,,73D700,FFFFFF,2017-06-07
